Date,Code
2/10/2020 7:12:25 PM,Alarm 4.18 UNLOAD CONV CLAMP NOT ADVANCED
2/10/2020 7:09:57 PM,Alarm 2.25 LIFT LINER LOCATE NOT ADVANCED
2/10/2020 6:54:09 PM,Alarm 4.18 UNLOAD CONV CLAMP NOT ADVANCED
2/10/2020 5:13:03 PM,Alarm 2.21 ZPAN & E-TUBE OPERATOR INSTALL ERROR
2/10/2020 4:57:02 PM,Alarm 2.25 LIFT LINER LOCATE NOT ADVANCED
2/10/2020 4:49:28 PM,Alarm 2.21 ZPAN & E-TUBE OPERATOR INSTALL ERROR
2/10/2020 4:49:02 PM,Alarm 5.12 UNLOADCONV TOPDRIVER2 SCREW NOT FED
2/10/2020 4:42:03 PM,Alarm 5.4 LIFT BTMDRIVER2 SCREW NOT FED
2/10/2020 4:42:03 PM,Alarm 5.3 LIFT BTMDRIVERI SCREW NOT FED
2/10/2020 4:42:03 PM,Alarm 5.2 LIFT TOPDRIVER2 SCREW NOT FED
2/10/2020 4:36:52 PM,Alarm 1.12 VSD 227 FAULT
2/10/2020 4:32:35 PM,Alarm 1.12 VSD 227 FAULT
2/10/2020 4:30:53 PM,Alarm 5.4 LIFT BTMDRIVER2 SCREW NOT FED
2/10/2020 4:30:53 PM,Alarm 5.3 LIFT BTMDRIVERI SCREW NOT FED
2/19/2020 2:53:26 PM,Alarm 4.18 UNLOAD CONV CLAMP NOT ADVANCED
2/19/2020 2:51:36 PM,Alarm 2.21 ZPAN & E-TUBE OPERATOR INSTALL ERROR
2/19/2020 2:50:22 PM,Alarm 5.1 LIFT TOPDRIVER1 SCREW NOT FED
2/19/2020 2:18:16 PM,Alarm 5.2 LIFT TOPDRIVER2 SCREW NOT FED
2/19/2020 2:17:11 PM,Alarm 5.12 UNLOADCONV TOPDRIVER2 SCREW NOT FED
2/19/2020 2:17:11 PM,Alarm 5.11 UNLOADCONV TOPDRIVER1 SCREW NOT FED
2/19/2020 2:02:05 PM,Alarm 5.11 UNLOADCONV TOPDRIVER1 SCREW NOT FED
2/19/2020 1:49:10 PM,Alarm 5.2 LIFT TOPDRIVER2 SCREW NOT FED
2/19/2020 1:44:53 PM,Alarm 1.10 UNLOAD ROBOT FAULT
2/19/2020 1:36:18 PM,Alarm 1.7 WRAPPER ROBOT FAULT
2/19/2020 1:34:18 PM,Alarm 1.7 WRAPPER ROBOT FAULT
2/19/2020 1:13:09 PM,Alarm 1.7 WRAPPER ROBOT FAULT
2/19/2020 1:12:45 PM,Alarm 2.21 ZPAN & E-TUBE OPERATOR INSTALL ERROR
2/19/2020 1:09:47 PM,Alarm 1.13 VSD 234 FAULT
2/19/2020 1:05:09 PM,Alarm 2.21 ZPAN & E-TUBE OPERATOR INSTALL ERROR
2/19/2020 1:00:21 PM,Alarm 1.13 VSD 234 FAULT
2/19/2020 12:58:09 PM,Alarm 2.21 ZPAN & E-TUBE OPERATOR INSTALL ERROR
2/19/2020 12:57:11 PM,Alarm 1.12 VSD 227 FAULT
2/19/2020 12:55:50 PM,Alarm 2.21 ZPAN & E-TUBE OPERATOR INSTALL ERROR
2/19/2020 12:26:33 PM,Alarm 2.21 ZPAN & E-TUBE OPERATOR INSTALL ERROR
2/19/2020 12:12:49 PM,Alarm 1.13 VSD 234 FAULT
2/19/2020 12:11:58 PM,Alarm 2.21 ZPAN & E-TUBE OPERATOR INSTALL ERROR
2/19/2020 12:12:49 PM,Alarm 1.13 VSD 234 FAULT
2/19/2020 12:11:58 PM,Alarm 2.21 ZPAN & E-TUBE OPERATOR INSTALL ERROR
2/19/2020 12:10:27 PM,Alarm 2.21 ZPAN & E-TUBE OPERATOR INSTALL ERROR
2/19/2020 11:17:21 AM,Alarm 5.2 LIFT TOPDRIVER2 SCREW NOT FED
2/19/2020 11:13:10 AM,Alarm 1.7 WRAPPER ROBOT FAULT
2/19/2020 11:06:25 AM,Alarm 1.12 VSD 227 FAULT
2/19/2020 10:18:14 AM,Alarm 1.10 UNLOAD ROBOT FAULT
2/19/2020 10:18:14 AM,Alarm 1.7 WRAPPER ROBOT FAULT
2/19/2020 10:13:13 AM,Alarm 1.10 UNLOAD ROBOT FAULT
2/19/2020 10:13:13 AM,Alarm 1.7 WRAPPER ROBOT FAULT
2/19/2020 10:09:27 AM,Alarm 1.10 UNLOAD ROBOT FAULT
2/19/2020 10:09:27 AM,Alarm 1.7 WRAPPER ROBOT FAULT
2/19/2020 10:07:12 AM,Alarm 1.10 UNLOAD ROBOT FAULT
2/19/2020 10:02:59 AM,Alarm 1.13 VSD 234 FAULT
2/19/2020 9:52:39 AM,Alarm 1.7 WRAPPER ROBOT FAULT
2/19/2020 9:28:58 AM,Alarm 5.12 UNLOADCONV TOPDRIVER2 SCREW NOT FED
2/19/2020 9:28:58 AM,Alarm 5.11 UNLOADCONV TOPDRIVER1 SCREW NOT FED
2/19/2020 9:28:18 AM,Alarm 5.12 UNLOADCONV TOPDRIVER2 SCREW NOT FED
2/19/2020 9:28:18 AM,Alarm 5.11 UNLOADCONV TOPDRIVER1 SCREW NOT FED
2/19/2020 9:27:37 AM,Alarm 5.12 UNLOADCONV TOPDRIVER2 SCREW NOT FED
2/19/2020 9:27:37 AM,Alarm 5.11 UNLOADCONV TOPDRIVER1 SCREW NOT FED
2/19/2020 9:26:58 AM,Alarm 5.12 UNLOADCONV TOPDRIVER2 SCREW NOT FED
2/19/2020 9:28:58 AM,Alarm 5.12 UNLOADCONV TOPDRIVER2 SCREW NOT FED
2/19/2020 9:28:58 AM,Alarm 5.11 UNLOADCONV TOPDRIVER1 SCREW NOT FED
2/19/2020 9:28:18 AM,Alarm 5.12 UNLOADCONV TOPDRIVER2 SCREW NOT FED
2/19/2020 9:28:18 AM,Alarm 5.11 UNLOADCONV TOPDRIVER1 SCREW NOT FED
2/19/2020 9:27:37 AM,Alarm 5.12 UNLOADCONV TOPDRIVER2 SCREW NOT FED
2/19/2020 9:27:37 AM,Alarm 5.11 UNLOADCONV TOPDRIVER1 SCREW NOT FED
2/19/2020 9:26:58 AM,Alarm 5.12 UNLOADCONV TOPDRIVER2 SCREW NOT FED
2/19/2020 9:26:58 AM,Alarm 5.11 UNLOADCONV TOPDRIVER1 SCREW NOT FED
2/19/2020 9:20:21 AM,Alarm 5.12 UNLOADCONV TOPDRIVER2 SCREW NOT FED
2/19/2020 9:13:10 AM,Alarm 1.7 WRAPPER ROBOT FAULT
2/19/2020 9:10:15 AM,Alarm 2.21 ZPAN & E-TUBE OPERATOR INSTALL ERROR
2/19/2020 9:08:52 AM,Alarm 2.21 ZPAN & E-TUBE OPERATOR INSTALL ERROR
2/19/2020 9:03:38 AM,Alarm 4.25 UNLOAD CONV DRIVER NOT RETURNED
2/19/2020 9:03:38 AM,Alarm 4.23 UNLOAD CONV DRIVER CARRIAGE NOT RETURNED
2/19/2020 9:01:59 AM,Alarm 4.25 UNLOAD CONV DRIVER NOT RETURNED
2/19/2020 9:01:58 AM,Alarm 4.23 UNLOAD CONV DRIVER CARRIAGE NOT RETURNED
2/19/2020 9:01:56 AM,Alarm 2.21 ZPAN & E-TUBE OPERATOR INSTALL ERROR
2/19/2020 9:00:04 AM,Alarm 4.18 UNLOAD CONV CLAMP NOT ADVANCED
2/19/2020 8:59:47 AM,Alarm 5.2 LIFT TOPDRIVER2 SCREW NOT FED
2/20/2020 2:08:08 PM,Alarm 1.13 VSD 234 FAULT
2/20/2020 2:07:22 PM,Alarm 2.21 ZPAN & E-TUBE OPERATOR INSTALL ERROR
2/20/2020 2:04:44 PM,Alarm 2.21 ZPAN & E-TUBE OPERATOR INSTALL ERROR
2/20/2020 2:03:47 PM,Alarm 1.13 VSD 234 FAULT
2/20/2020 2:02:56 PM,Alarm 2.21 ZPAN & E-TUBE OPERATOR INSTALL ERROR
2/20/2020 2:01:24 PM,Alarm 1.12 VSD 227 FAULT
2/20/2020 2:00:33 PM,Alarm 2.21 ZPAN & E-TUBE OPERATOR INSTALL ERROR
2/20/2020 1:51:45 PM,Alarm 1.13 VSD 234 FAULT
2/20/2020 1:51:45 PM,Alarm 1.12 VSD 227 FAULT
2/20/2020 1:16:56 PM,Alarm 5.12 UNLOADCONV TOPDRIVER2 SCREW NOT FED
2/20/2020 1:00:14 PM,Alarm 5.2 LIFT TOPDRIVER2 SCREW NOT FED
2/20/2020 12:58:27 PM,Alarm 2.21 ZPAN & E-TUBE OPERATOR INSTALL ERROR
2/20/2020 12:52:56 PM,Alarm 1.12 VSD 227 FAULT
2/20/2020 12:51:48 PM,Alarm 2.21 ZPAN & E-TUBE OPERATOR INSTALL ERROR
2/20/2020 12:40:25 PM,Alarm 2.21 ZPAN & E-TUBE OPERATOR INSTALL ERROR
2/20/2020 12:31:22 PM,Alarm 5.12 UNLOADCONV TOPDRIVER2 SCREW NOT FED
2/20/2020 12:31:22 PM,Alarm 5.11 UNLOADCONV TOPDRIVER1 SCREW NOT FED
2/20/2020 12:27:05 PM,Alarm 2.21 ZPAN & E-TUBE OPERATOR INSTALL ERROR
2/20/2020 12:26:35 PM,Alarm 5.2 LIFT TOPDRIVER2 SCREW NOT FED
2/20/2020 12:16:20 PM,Alarm 5.2 LIFT TOPDRIVER2 SCREW NOT FED
2/20/2020 11:05:44 AM,Alarm 2.21 ZPAN & E-TUBE OPERATOR INSTALL ERROR
2/20/2020 11:03:50,Alarm 5.12 UNLOADCONV TOPDRIVER2 SCREW NOT FED
2/20/2020 11:03:50 AM,Alarm 5.12 UNLOADCONV TOPDRIVER2
2/20/2020 11:00:04 AM,Alarm 2.21 ZPAN & E-TUBE OPERATOR
2/20/2020 10:50:29 AM,Alarm 1.13 VSD 234 FAULT
2/20/2020 10:50:29 AM,Alarm 1.12 VSD 227 FAULT
2/20/2020 10:49:32 AM,Alarm 2.21 ZPAN & E-TUBE OPERATOR
2/20/2020 10:20:40 AM,Alarm 1.10 UNLOAD ROBOT FAULT
2/20/2020 10:20:40 AM,Alarm 1.7 WRAPPER ROBOT FAULT
2/20/2020 9:54:42 AM,Alarm 1.13 VSD 234 FAULT
2/20/2020 9:53:31 AM,Alarm 2.21 ZPAN & E-TUBE OPERATOR
2/20/2020 9:47:30 AM,Alarm 2.21 ZPAN & E-TUBE OPERATOR
2/20/2020 9:47:04 AM,Alarm 1.12 VSD 227 FAULT
2/20/2020 9:45:48 AM,Alarm 2.21 ZPAN & E-TUBE OPERATOR
2/20/2020 9:44:10 AM,Alarm 2.21 ZPAN & E-TUBE OPERATOR
2/20/2020 9:43:50 AM,Alarm 1.12 VSD 227 FAULT
2/20/2020 9:42:54 AM,Alarm 2.21 ZPAN & E-TUBE OPERATOR
2/20/2020 9:35:13 AM,Alarm 2.21 ZPAN & E-TUBE OPERATOR
2/20/2020 9:32:53 AM,Alarm 1.13 VSD 234 FAULT
2/20/2020 9:31:48 AM,Alarm 2.21 ZPAN & E-TUBE OPERATOR
2/20/2020 9:29:50 AM,Alarm 1.12 VSD 227 FAULT
2/20/2020 9:28:34 AM,Alarm 2.21 ZPAN & E-TUBE OPERATOR
2/20/2020 9:27:44 AM,Alarm 1.13 VSD 234 FAULT
2/20/2020 9:26:40 AM,Alarm 2.21 ZPAN & E-TUBE OPERATOR
2/20/2020 9:27:44 AM,Alarm 1.13 VSD 234 FAULT
2/20/2020 9:26:40 AM,Alarm 2.21 ZPAN & E-TUBE OPERATOR INSTALL ERROR
2/20/2020 9:19:08 AM,Alarm 2.4 WRAPPER CONV TOP LOCATE NOT RETURNED
2/20/2020 9:19:05 AM,Alarm 1.7 WRAPPER ROBOT FAULT
2/20/2020 9:13:12 AM,Alarm 2.10 WRAPPER ROBOT TOOLING NOT ADVANCED
2/20/2020 9:13:09 AM,Alarm 2.3 WRAPPER CONV TOP LOCATE NOT ADVANCED
2/20/2020 8:37:48 AM,Alarm 5.2 LIFT TOPDRIVER2 SCREW NOT FED
2/20/2020 8:36:47 AM,Alarm 1.13 VSD 234 FAULT
2/20/2020 8:36:47 AM,Alarm 1.12 VSD 227 FAULT
2/20/2020 8:35:38 AM,Alarm 2.21 ZPAN & E-TUBE OPERATOR INSTALL ERROR
2/20/2020 8:34:51 AM,Alarm 4.18 UNLOAD CONV CLAMP NOT ADVANCED
2/20/2020 8:34:21 AM,Alarm 4.18 UNLOAD CONV CLAMP NOT ADVANCED
2/20/2020 8:32:30 AM,Alarm 2.21 ZPAN & E-TUBE OPERATOR INSTALL ERROR
2/20/2020 8:29:27 AM,Alarm 1.13 VSD 234 FAULT
2/20/2020 8:28:28 AM,Alarm 2.21 ZPAN & E-TUBE OPERATOR INSTALL ERROR
2/20/2020 8:27:30 AM,Alarm 1.12 VSD 227 FAULT
2/20/2020 8:26:09 AM,Alarm 2.21 ZPAN & E-TUBE OPERATOR INSTALL ERROR
2/20/2020 8:24:23 AM,Alarm 2.21 ZPAN & E-TUBE OPERATOR INSTALL ERROR
2/20/2020 8:22:14 AM,Alarm 2.21 ZPAN & E-TUBE OPERATOR INSTALL ERROR
2/20/2020 8:19:29 AM,Alarm 1.13 VSD 234 FAULT
2/20/2020 8:19:29 AM,Alarm 1.12 VSD 227 FAULT
2/20/2020 8:16:45 AM,Alarm 2.21 ZPAN & E-TUBE OPERATOR INSTALL ERROR
2/20/2020 8:13:29 AM,Alarm 1.7 WRAPPER ROBOT FAULT
2/20/2020 8:04:23 AM,Alarm 5.2 LIFT TOPDRIVER2 SCREW NOT FED
2/20/2020 7:59:23 AM,Alarm 1.12 VSD 227 FAULT
2/20/2020 7:58:28 AM,Alarm 2.21 ZPAN & E-TUBE OPERATOR INSTALL ERROR
2/20/2020 7:57:24 AM,Alarm 5.2 LIFT TOPDRIVER2 SCREW NOT FED
2/20/2020 7:53:12 AM,Alarm 2.21 ZPAN & E-TUBE OPERATOR INSTALL ERROR
2/20/2020 7:52:50 AM,Alarm 5.2 LIFT TOPDRIVER2 SCREW NOT FED
2/20/2020 7:48:18 AM,Alarm 1.13 VSD 234 FAULT
2/20/2020 7:48:18 AM,Alarm 1.12 VSD 227 FAULT
2/20/2020 7:46:20 AM,Alarm 2.21 ZPAN & E-TUBE OPERATOR INSTALL ERROR
2/20/2020 7:46:19 AM,Alarm 4.18 UNLOAD CONV CLAMP NOT ADVANCED
2/20/2020 7:46:02 AM,Alarm 5.2 LIFT TOPDRIVER2 SCREW NOT FED
2/20/2020 7:46:02 AM,Alarm 5.1 LIFT TOPDRIVER1 SCREW NOT FED
2/20/2020 7:44:26 AM,Alarm 5.2 LIFT TOPDRIVER2 SCREW NOT FED
2/20/2020 7:44:26 AM,Alarm 5.1 LIFT TOPDRIVER1 SCREW NOT FED
2/20/2020 7:39:49 AM,Alarm 1.10 UNLOAD ROBOT FAULT
2/20/2020 7:39:49 AM,Alarm 1.7 WRAPPER ROBOT FAULT
2/20/2020 7:39:42 AM,Alarm 4.18 UNLOAD CONV CLAMP NOT ADVANCED
2/20/2020 7:39:26 AM,Alarm 5.2 LIFT TOPDRIVER2 SCREW NOT FED
2/20/2020 7:39:26 AM,Alarm 5.1 LIFT TOPDRIVERI SCREW NOT FED
2/20/2020 7:32:16 AM,Alarm 1.13 VSD 234 FAULT
